1300068, 20171213 16:00:00,  AAPL  190118C00090000@SMART Trades
1300069, 20171212 16:00:00,  AAPL  190118C00090000@SMART Trades
1300071, 20171208 16:00:00,  AAPL  190118C00090000@SMART Trades
1300072, 20171207 16:00:00,  AAPL  190118C00090000@SMART Trades
1300074, 20171205 16:00:00,  AAPL  190118C00090000@SMART Trades
1300075, 20171204 16:00:00,  AAPL  190118C00090000@SMART Trades
1300076, 20171201 16:00:00,  AAPL  190118C00090000@SMART Trades
1300077, 20171130 16:00:00,  AAPL  190118C00090000@SMART Trades
1400001, 20171127 16:00:00,  AAPL  190118C00095000@SMART Trades
1400002, 20180315 16:00:00,  AAPL  190118C00095000@SMART Trades
1400003, 20180314 16:00:00,  AAPL  190118C00095000@SMART Trades
1400004, 20180313 16:00:00,  AAPL  190118C00095000@SMART Trades
1400005, 20180312 16:00:00,  AAPL  190118C00095000@SMART Trades
1400007, 20180308 16:00:00,  AAPL  190118C00095000@SMART Trades
1400008, 20180307 16:00:00,  AAPL  190118C00095000@SMART Trades
1400009, 20180306 16:00:00,  AAPL  190118C00095000@SMART Trades
1400010, 20180305 16:00:00,  AAPL  190118C00095000@SMART Trades
1400012, 20180301 16:00:00,  AAPL  190118C00095000@SMART Trades
1400013, 20180228 16:00:00,  AAPL  190118C00095000@SMART Trades
1400014, 20180227 16:00:00,  AAPL  190118C00095000@SMART Trades
1400016, 20180223 16:00:00,  AAPL  190118C00095000@SMART Trades
1400017, 20180222 16:00:00,  AAPL  190118C00095000@SMART Trades
1400018, 20180221 16:00:00,  AAPL  190118C00095000@SMART Trades
1400019, 20180220 16:00:00,  AAPL  190118C00095000@SMART Trades
1400020, 20180219 16:00:00,  AAPL  190118C00095000@SMART Trades
1400021, 20180216 16:00:00,  AAPL  190118C00095000@SMART Trades
1400022, 20180215 16:00:00,  AAPL  190118C00095000@SMART Trades
1400023, 20180214 16:00:00,  AAPL  190118C00095000@SMART Trades
1400024, 20180213 16:00:00,  AAPL  190118C00095000@SMART Trades
1400029, 20180206 16:00:00,  AAPL  190118C00095000@SMART Trades
1400036, 20180126 16:00:00,  AAPL  190118C00095000@SMART Trades
1400039, 20180123 16:00:00,  AAPL  190118C00095000@SMART Trades
1400040, 20180122 16:00:00,  AAPL  190118C00095000@SMART Trades
1400041, 20180119 16:00:00,  AAPL  190118C00095000@SMART Trades
1400043, 20180117 16:00:00,  AAPL  190118C00095000@SMART Trades
1400044, 20180116 16:00:00,  AAPL  190118C00095000@SMART Trades
1400048, 20180110 16:00:00,  AAPL  190118C00095000@SMART Trades
1400049, 20180109 16:00:00,  AAPL  190118C00095000@SMART Trades
1400051, 20180105 16:00:00,  AAPL  190118C00095000@SMART Trades
1400052, 20180104 16:00:00,  AAPL  190118C00095000@SMART Trades
1400053, 20180103 16:00:00,  AAPL  190118C00095000@SMART Trades
1400054, 20180102 16:00:00,  AAPL  190118C00095000@SMART Trades
1400055, 20180101 16:00:00,  AAPL  190118C00095000@SMART Trades
1400056, 20171229 16:00:00,  AAPL  190118C00095000@SMART Trades
1400059, 20171226 16:00:00,  AAPL  190118C00095000@SMART Trades
1400060, 20171225 16:00:00,  AAPL  190118C00095000@SMART Trades
1400061, 20171222 16:00:00,  AAPL  190118C00095000@SMART Trades
1400062, 20171221 16:00:00,  AAPL  190118C00095000@SMART Trades
1400063, 20171220 16:00:00,  AAPL  190118C00095000@SMART Trades
1400064, 20171219 16:00:00,  AAPL  190118C00095000@SMART Trades
1400065, 20171218 16:00:00,  AAPL  190118C00095000@SMART Trades
1400066, 20171215 16:00:00,  AAPL  190118C00095000@SMART Trades
1400067, 20171214 16:00:00,  AAPL  190118C00095000@SMART Trades
1400069, 20171212 16:00:00,  AAPL  190118C00095000@SMART Trades
1400070, 20171211 16:00:00,  AAPL  190118C00095000@SMART Trades
1400071, 20171208 16:00:00,  AAPL  190118C00095000@SMART Trades
1400072, 20171207 16:00:00,  AAPL  190118C00095000@SMART Trades
1400073, 20171206 16:00:00,  AAPL  190118C00095000@SMART Trades
1400075, 20171204 16:00:00,  AAPL  190118C00095000@SMART Trades
1400076, 20171201 16:00:00,  AAPL  190118C00095000@SMART Trades
1400077, 20171130 16:00:00,  AAPL  190118C00095000@SMART Trades
1400079, 20171128 16:00:00,  AAPL  190118C00095000@SMART Trades
1400080, 20171127 16:00:00,  AAPL  190118C00095000@SMART Trades
1500001, 20171123 16:00:00,  AAPL  190118C00097500@SMART Trades
1500002, 20180315 16:00:00,  AAPL  190118C00097500@SMART Trades
1500003, 20180314 16:00:00,  AAPL  190118C00097500@SMART Trades
1500004, 20180313 16:00:00,  AAPL  190118C00097500@SMART Trades
1500005, 20180312 16:00:00,  AAPL  190118C00097500@SMART Trades
1500006, 20180309 16:00:00,  AAPL  190118C00097500@SMART Trades
1500007, 20180308 16:00:00,  AAPL  190118C00097500@SMART Trades
1500008, 20180307 16:00:00,  AAPL  190118C00097500@SMART Trades
1500009, 20180306 16:00:00,  AAPL  190118C00097500@SMART Trades
1500010, 20180305 16:00:00,  AAPL  190118C00097500@SMART Trades
1500011, 20180302 16:00:00,  AAPL  190118C00097500@SMART Trades
1500012, 20180301 16:00:00,  AAPL  190118C00097500@SMART Trades
1500013, 20180228 16:00:00,  AAPL  190118C00097500@SMART Trades
1500014, 20180227 16:00:00,  AAPL  190118C00097500@SMART Trades
1500015, 20180226 16:00:00,  AAPL  190118C00097500@SMART Trades
1500016, 20180223 16:00:00,  AAPL  190118C00097500@SMART Trades
